height,prop_time_lower_bound,node_count,size
1971585,0,1,76558
1971586,0,1,14174
1971587,0,1,55439
1971588,0,1,44650
1971589,0,1,103
1971590,0,1,20369
1971591,0,1,103
1971592,0,1,10509
1971593,0,1,11548
1971594,0,1,16584
1971595,0,1,7115
1971596,0,1,56977
1971597,0,1,2694
1971598,0,1,4503
1971599,0,1,8040
1971600,0,1,32939
1971601,0,1,34060
1971602,0,1,19699
1971603,0,1,59129
1971604,0,1,9692
1971605,0,1,94
1971606,0,1,8746
1971607,0,1,35858
1971608,0,1,103
1971609,0,1,39368
1971610,0,1,2701
1971611,0,1,39401
1971612,0,1,94
1971613,0,1,19279
1971614,0,1,5309
1971615,0,1,59193
1971616,0,1,94
1971617,0,1,15865
1971618,0,1,33052
1971619,0,1,59953
1971620,0,1,90
1971621,0,1,23177
1971622,0,1,9705
1971623,0,1,7068
1971624,0,1,7913
1971625,0,1,31724
1971626,0,1,20119
1971627,0,1,7092
1971628,0,1,43508
1971629,0,1,60492
1971630,0,1,2693
1971631,0,1,2690
1971632,0,1,6273
1971633,0,1,40519
1971634,0,1,114266
1971635,0,1,2707
1971636,0,1,41913
1971637,0,1,25338
1971638,0,1,7908
1971639,0,1,7943
1971640,0,1,88956
1971641,0,1,13830
1971642,0,1,94
1971643,0,1,6236
1971644,0,1,15823
1971645,0,1,2694
1971646,0,1,8721
1971647,0,1,5309
1971648,0,1,2697
1971649,0,1,45326
1971650,0,1,2723
1971651,0,1,23559
1971652,0,1,51679
1971653,0,1,2692
1971654,0,1,5298
1971655,0,1,127518
1971656,0,1,13124
1971657,0,1,31159
1971658,0,1,5416
1971659,0,1,16651
1971660,0,1,2698
1971661,0,1,14054
1971662,0,1,34043
1971663,0,1,12275
1971664,0,1,11040
1971665,0,1,12378
1971666,0,1,52494
1971667,0,1,22782
1971668,0,1,103
1971669,0,1,28790
1971670,0,1,4467
1971671,0,1,61540
1971672,0,1,1868
1971673,0,1,54841
1971674,0,1,22125
1971675,0,1,52845
1971676,0,1,8849
1971677,0,1,131753
1971678,0,1,64503
1971679,0,1,4493
1971680,0,1,90613
1971681,0,1,5304
1971682,0,1,7095
1971683,0,1,5303
1971684,0,1,35480
1971685,0,1,7069
1971686,0,1,42445
1971687,0,1,5301
1971688,0,1,41240
1971689,0,1,33918
1971690,0,1,13828
1971691,0,1,14083
1971692,0,1,7903
1971693,0,1,101980
1971694,0,1,9697
1971695,0,1,8898
1971696,0,1,5351
1971697,0,1,92238
1971698,0,1,23838
1971699,0,1,18518
1971700,0,1,103
1971701,0,1,183799
1971702,0,1,23709
1971703,0,1,81423
1971704,0,1,50834
1971705,0,1,20242
1971706,0,1,9681
1971707,0,1,7911
1971708,0,1,18203
1971709,0,1,11471
1971710,0,1,32148
1971711,0,1,14046
1971712,0,1,94
1971713,0,1,69914
1971714,0,1,2710
1971715,0,1,41992
1971716,0,1,8849
1971717,0,1,49367
1971718,0,1,103
1971719,0,1,14884
1971720,0,1,12284
1971721,0,1,29875
1971722,0,1,14586
1971723,0,1,7907
1971724,0,1,35783
1971725,0,1,94
1971726,0,1,2702
1971727,0,1,40047
1971728,0,1,5313
1971729,0,1,46268
1971730,0,1,7070
1971731,0,1,26253
1971732,0,1,24373
1971733,0,1,15004
1971734,0,1,1890
1971735,0,1,2702
1971736,0,1,9674
1971737,0,1,34020
1971738,0,1,25640
1971739,0,1,94
1971740,0,1,53152
1971741,0,1,24483
1971742,0,1,17981
1971743,0,1,35895
1971744,0,1,15762
1971745,0,1,21932
1971746,0,1,21636
1971747,0,1,103
1971748,0,1,30796
1971749,0,1,13297
1971750,0,1,15034
1971751,0,1,11462
1971752,0,1,16713
1971753,0,1,34684
1971754,0,1,37406
1971755,0,1,39841
1971756,0,1,1901
1971757,0,1,42088
1971758,0,1,34386
1971759,0,1,51248
1971760,0,1,91997
1971761,0,1,29134
1971762,0,1,19076
1971763,0,1,10502
1971764,0,1,7072
1971765,0,1,1887
1971766,0,1,18278
1971767,0,1,24990
1971768,0,1,10424
1971769,0,1,50364
1971770,0,1,15109
1971771,0,1,11360
1971772,0,1,80656
1971773,0,1,13239
1971774,0,1,1887
1971775,0,1,7079
1971776,0,1,20151
1971777,0,1,13082
1971778,0,1,7914
1971779,0,1,21078
1971780,0,1,103
1971781,0,1,7939
1971782,0,1,94
1971783,0,1,2709
1971784,0,1,13125
1971785,0,1,6950
1971786,0,1,4481
1971787,0,1,14112
1971788,0,1,31447
1971789,0,1,16792
1971790,0,1,94
1971791,0,1,9663
1971792,0,1,17623
1971793,0,1,57753
1971794,0,1,1862
1971795,0,1,52621
1971796,0,1,94
1971797,0,1,53182
1971798,0,1,38508
1971799,0,1,94
1971800,0,1,103699
1971801,0,1,5907
1971802,0,1,91105
1971803,0,1,21231
1971804,0,1,30462
1971805,0,1,2706
1971806,0,1,2725
1971807,0,1,39409
1971808,0,1,138897
1971809,0,1,10612
1971810,0,1,12296
1971811,0,1,21270
1971812,0,1,2710
1971813,0,1,48951
1971814,0,1,118337
1971815,0,1,31613
1971816,0,1,2707
1971817,0,1,21162
1971818,0,1,2707
1971819,0,1,67253
1971820,0,1,5302
1971821,0,1,3646
1971822,0,1,76308
1971823,0,1,22133
1971824,0,1,39579
1971825,0,1,43924
1971826,0,1,1865
1971827,0,1,27995
1971828,0,1,17521
1971829,0,1,2708
1971830,0,1,12292
1971831,0,1,34791
1971832,0,1,28870
1971833,0,1,10420
1971834,0,1,7913
1971835,0,1,63240
1971836,0,1,88273
1971837,0,1,103
1971838,2485,2,51664
1971839,0,1,11364
1971841,0,1,76895
1971842,0,1,7078
1971843,0,1,11472
1971844,0,1,57016
1971845,0,1,18466
1971846,0,1,42882
1971847,0,1,12300
1971848,0,1,25900
1971849,0,1,5316
1971850,0,1,171629
1971851,0,1,12273
1971852,0,1,2696
1971853,0,1,28151
1971854,0,1,1886
1971855,0,1,36983
1971856,0,1,21095
1971857,0,1,94
1971858,0,1,9679
1971859,0,1,5304
1971860,0,1,40238
1971861,0,1,7045
1971862,0,1,118160
1971863,0,1,24776
1971864,0,1,10532
1971865,0,1,24263
1971866,0,1,58949
1971867,0,1,7902
1971868,0,1,5310
1971869,0,1,7098
1971870,0,1,201706
1971871,0,1,26110
1971872,0,1,9706
1971873,0,1,38481
1971874,0,1,1873
1971875,0,1,122463
1971876,0,1,2696
1971877,0,1,12426
1971878,0,1,122898
1971879,0,1,115372
1971880,0,1,160680
1971881,0,1,43003
1971882,0,1,11504
1971883,0,1,90
1971884,0,1,9700
1971885,0,1,85198
1971886,0,1,55351
1971887,0,1,70861
1971888,0,1,132753
1971889,0,1,2703
1971890,0,1,54804
1971891,0,1,84995
1971892,0,1,121597
1971893,0,1,14063
1971894,0,1,128068
1971895,0,1,41953
1971896,0,1,106265
1971897,0,1,4488
1971898,0,1,47232
1971899,0,1,6130
1971900,0,1,29456
1971901,0,1,72331
1971902,0,1,2718
1971903,0,1,25571
1971904,0,1,14113
1971905,0,1,7105
1971906,0,1,45082
1971907,0,1,12310
1971908,0,1,21710
1971909,0,1,10640
1971910,0,1,45518
1971911,0,1,2707
1971912,0,1,237917
1971913,0,1,2695
1971914,0,1,22914
1971915,0,1,7902
1971916,0,1,18262
1971917,0,1,31526
1971918,0,1,103
1971919,0,1,25546
1971920,0,1,18386
1971921,0,1,18400
1971922,0,1,7069
1971923,0,1,14894
1971924,0,1,7948
1971925,0,1,5300
1971926,0,1,17516
1971927,0,1,50348
1971928,0,1,41956
1971929,0,1,14845
1971930,0,1,188162
1971931,0,1,103
1971932,0,1,58265
1971933,0,1,103
1971934,0,1,45393
1971935,0,1,7802
1971936,0,1,14896
1971937,0,1,14949
1971938,0,1,45389
1971939,0,1,3664
1971940,0,1,11174
1971941,0,1,15851
1971942,0,1,16488
1971943,0,1,11277
1971944,0,1,8736
1971945,0,1,29342
1971946,0,1,4480
1971947,0,1,60011
1971948,0,1,6268
1971949,0,1,9681
1971950,0,1,2717
1971951,0,1,98710
1971952,0,1,16523
1971953,0,1,5295
1971954,0,1,15515
1971955,0,1,7067
1971956,0,1,103
1971957,0,1,264571
1971958,0,1,44358
1971959,0,1,7937
1971960,0,1,77831
1971961,0,1,12218
1971962,0,1,8860
1971963,0,1,6159
1971964,0,1,14998
1971965,0,1,39367
1971966,0,1,103
1971967,0,1,2698
1971968,0,1,96294
1971969,0,1,7897
1971970,0,1,7943
1971971,0,1,26269
1971972,0,1,8852
1971973,0,1,48311
1971974,0,1,1873
1971975,0,1,7919
1971976,0,1,31503
1971977,0,1,96852
1971978,0,1,71407
1971979,0,1,1869
1971980,0,1,17327
1971981,0,1,4467
1971982,0,1,4476
1971983,0,1,86905
1971984,0,1,103
1971985,0,1,29927
1971986,0,1,11473
1971987,0,1,22459
1971988,0,1,71697
1971989,0,1,103
1971990,0,1,90
1971991,0,1,9671
1971992,0,1,30507
1971993,0,1,14058
1971994,0,1,7081
1971995,0,1,5314
1971996,0,1,82658
1971997,0,1,1869
1971998,0,1,87872
1971999,0,1,11503
1972000,0,1,61207
1972001,0,1,4330
1972002,0,1,2706
1972003,0,1,10506
1972004,0,1,16673
1972005,0,1,13735
1972006,0,1,59327
1972007,0,1,48869
1972008,0,1,14848
1972009,0,1,65703
1972010,0,1,33276
1972011,0,1,17517
1972012,0,1,7088
1972013,0,1,14070
1972014,0,1,40155
1972015,0,1,13256
1972016,0,1,150
1972017,0,1,11453
1972018,0,1,87591
1972019,0,1,35111
1972020,0,1,1872
1972021,0,1,64981
1972022,0,1,216270
1972023,0,1,201491
1972024,0,1,13009
1972025,0,1,45293
1972026,0,1,27940
1972027,0,1,53372
1972028,0,1,42280
1972029,0,1,10621
1972030,0,1,15006
1972031,0,1,7076
1972032,0,1,12275
1972033,0,1,2717
1972034,0,1,1875
1972035,0,1,51088
1972036,0,1,25889
1972037,0,1,37630
1972038,0,1,19370
1972039,0,1,16790
1972040,0,1,4467
1972041,0,1,5299
1972042,0,1,23004
1972043,0,1,199812
1972044,0,1,94
1972045,0,1,25561
1972046,0,1,10614
1972047,0,1,103
1972048,0,1,47271
1972049,0,1,13233
1972050,0,1,138892
1972051,0,1,94576
1972052,0,1,11472
1972053,0,1,2694
1972054,0,1,11435
1972055,0,1,11370
1972056,0,1,33953
1972057,0,1,2704
1972058,0,1,30408
1972059,0,1,2701
1972060,0,1,15846
1972061,0,1,11494
1972062,0,1,43352
1972063,0,1,17521
1972064,0,1,14741
1972065,0,1,9682
1972066,0,1,113531
1972067,0,1,5301
1972068,0,1,6166
1972069,0,1,14983
1972070,0,1,5300
1972071,0,1,68771
1972072,0,1,78996
1972073,0,1,23029
1972074,0,1,5304
1972075,0,1,15840
1972076,0,1,12296
1972077,0,1,8874
1972078,0,1,9690
1972079,0,1,16648
1972080,0,1,8845
1972081,0,1,44881
1972082,0,1,16802
1972083,0,1,19758
1972084,0,1,14095
1972085,0,1,28887
1972086,0,1,2698
1972087,0,1,7902
1972088,0,1,30100
1972089,0,1,91995
1972090,0,1,5308
1972091,0,1,30566
1972092,0,1,10432
1972093,0,1,21898
1972094,0,1,78036
1972095,0,1,27849
1972096,0,1,5318
1972097,0,1,2723
1972098,0,1,28501
1972099,0,1,18422
1972100,0,1,10640
1972101,0,1,3638
1972102,0,1,14170
1972103,0,1,11271
1972104,0,1,5299
1972105,0,1,9684
1972106,0,1,1862
1972107,0,1,10543
1972108,0,1,49646
1972109,0,1,1864
1972110,0,1,5303
1972111,2253,2,94086
1972112,0,1,12272
1972113,0,1,60888
1972114,0,1,103
1972115,0,1,54136
1972116,0,1,20928
1972117,0,1,103
1972118,0,1,11445
1972119,0,1,113
1972120,0,1,10505
1972121,0,1,13914
1972122,0,1,36771
1972123,0,1,2700
1972124,0,1,5305
1972125,0,1,47145
1972126,0,1,4392
1972127,0,1,12303
1972128,0,1,20958
1972129,1678,2,3651
1972130,0,1,23546
1972131,0,1,47297
1972132,0,1,9798
1972133,0,1,14915
1972134,0,1,19040
1972135,0,1,10534
1972136,0,1,9681
1972137,0,1,10523
1972138,0,1,18414
1972139,0,1,15822
1972140,0,1,11323
1972141,0,1,103
1972142,0,1,68757
1972143,0,1,69543
1972144,0,1,103
1972145,0,1,9675
1972146,0,1,12180
1972147,0,1,10508
1972148,0,1,5307
1972149,0,1,38430
1972150,0,1,2701
1972151,0,1,17584
1972152,0,1,15827
1972153,0,1,14786
1972154,0,1,2705
1972155,0,1,51777
1972156,408,2,4491
1972157,0,1,9616
1972158,0,1,113
1972159,0,1,14916
1972160,0,1,112260
1972161,0,1,3646
1972162,0,1,15041
1972163,0,1,41600
1972165,0,1,1869
1972166,0,1,58777
1972167,0,1,61768
1972168,0,1,6267
1972169,0,1,7079
1972170,0,1,19279
1972171,0,1,9233
1972172,0,1,103
1972173,0,1,8876
1972174,0,1,36174
1972175,0,1,4479
1972176,0,1,113
1972177,0,1,17494
1972178,0,1,20935
1972179,0,1,29667
1972180,0,1,22721
1972181,0,1,14077
1972182,0,1,16888
1972183,0,1,46489
1972184,0,1,90
1972185,0,1,10515
1972186,0,1,17799
1972187,0,1,113
1972188,0,1,47260
1972189,0,1,5301
1972190,0,1,103
1972191,0,1,51041
1972192,0,1,103924
1972193,0,1,7944
1972194,0,1,98871
1972195,0,1,1865
1972196,0,1,41057
1972197,0,1,34796
1972198,0,1,94
1972199,0,1,103
1972200,0,1,9677
1972201,0,1,7929
1972202,0,1,8748
1972203,0,1,7067
1972204,0,1,30707
1972205,0,1,37799
1972206,0,1,2692
1972207,0,1,9914
1972208,0,1,48747
1972209,0,1,5295
1972210,0,1,90
1972211,0,1,9678
1972212,0,1,43892
1972213,0,1,5301
1972214,0,1,94777
1972215,0,1,6290
1972216,0,1,257220
1972217,0,1,98490
1972218,0,1,51023
1972219,0,1,10504
1972220,0,1,11464
1972221,0,1,2694
1972222,0,1,28790
1972223,0,1,3636
1972224,0,1,26173
1972225,0,1,48217
1972226,0,1,26158
1972227,0,1,8873
1972228,0,1,23698
1972229,0,1,28198
1972230,0,1,28861
1972231,0,1,29511
1972232,0,1,9684
1972233,0,1,5301
1972234,0,1,7076
1972235,0,1,23691
1972236,0,1,94
1972237,0,1,13109
1972238,0,1,43920
1972239,0,1,13110
1972240,0,1,103
1972241,0,1,21539
1972242,0,1,17475
1972243,0,1,15857
1972244,0,1,50890
1972245,0,1,103
1972246,0,1,42192
1972247,0,1,14051
1972248,0,1,2709
1972249,0,1,11459
1972250,0,1,94
1972251,0,1,11357
1972252,0,1,11329
1972253,0,1,16639
1972254,0,1,39387
1972255,0,1,1877
1972256,0,1,21873
1972257,0,1,37605
1972258,0,1,11470
1972259,0,1,7128
1972260,0,1,13154
1972261,0,1,12396
1972262,0,1,16795
1972263,0,1,103
1972264,0,1,7909
1972265,0,1,21422
1972266,0,1,30934
1972267,0,1,20238
1972268,0,1,7945
1972269,0,1,13020
1972270,0,1,9666
1972271,0,1,7806
1972272,0,1,2715
1972273,0,1,16720
1972274,0,1,29685
1972275,0,1,13604
1972276,0,1,16654
1972277,0,1,23640
1972278,0,1,14806
1972279,0,1,31451
1972280,0,1,4469
1972281,0,1,30275
1972282,0,1,67287
1972283,0,1,94
1972284,0,1,17608
1972285,0,1,22811
1972286,0,1,94
1972287,0,1,15833
1972288,0,1,25803
1972289,0,1,5297
1972290,0,1,12309
1972291,0,1,11448
1972292,0,1,63331
1972293,0,1,103
1972294,0,1,7902
1972295,0,1,4465
1972296,0,1,42872
1972297,0,1,5303
1972298,0,1,2698
1972299,0,1,53863
1972300,0,1,19491
1972301,0,1,94
1972302,0,1,32463
1972303,0,1,12279
1972304,0,1,14673
1972305,0,1,17750
1972306,0,1,41106
1972307,0,1,12276
1972308,0,1,67861
1972309,0,1,37137
1972310,0,1,21068
1972311,0,1,8859
1972312,0,1,9670
1972313,0,1,5306
1972314,0,1,39436
1972315,0,1,113
1972316,0,1,5294
1972317,0,1,7907
1972318,0,1,7918
1972319,0,1,12297
1972320,0,1,103
1972321,0,1,11470
1972322,0,1,13213
1972323,0,1,3649
1972324,0,1,18680
1972325,0,1,103
1972326,0,1,18353
1972327,0,1,90
1972328,0,1,35971
1972329,0,1,10618
1972330,0,1,5294
1972331,0,1,14699
1972332,0,1,7900
1972334,0,1,35761
1972335,0,1,7088
1972336,0,1,5299
1972337,0,1,27309
1972338,0,1,65109
1972339,0,1,28989
1972340,0,1,107044
1972341,0,1,9683
1972342,0,1,5305
1972343,0,1,29928
1972344,0,1,7908
1972345,0,1,10510
1972346,0,1,11445
1972347,0,1,5315
1972348,0,1,39221
1972349,0,1,8888
1972350,0,1,18434
1972351,0,1,23527
1972352,0,1,7088
1972353,0,1,11401
1972354,0,1,35043
1972355,0,1,13131
1972356,0,1,18448
1972357,0,1,4390
1972358,0,1,7920
1972359,0,1,2728
1972360,0,1,2694
1972361,0,1,10516
1972362,0,1,103
1972363,0,1,72888
1972364,0,1,1864
1972365,0,1,90
1972366,0,1,25346
1972367,0,1,103
1972368,0,1,13132
1972369,0,1,7906
1972370,0,1,19393
1972371,0,1,12220
1972372,0,1,14989
1972373,0,1,11444
1972374,0,1,44083
1972375,0,1,13107
1972376,0,1,70762
1972377,0,1,46433
1972378,0,1,1863
1972379,0,1,7902
1972380,0,1,30670
1972381,0,1,16680
1972382,0,1,22866
1972383,0,1,52507
1972384,0,1,11466
1972385,0,1,12321
1972386,0,1,7968
1972387,0,1,25319
1972388,0,1,94
1972389,0,1,34523
1972390,0,1,7065
1972391,0,1,154551
1972392,0,1,6245
1972393,0,1,90
1972394,0,1,7073
1972395,0,1,15823
1972396,0,1,3650
1972397,0,1,17599
1972398,0,1,50998
1972399,0,1,35130
1972400,0,1,5295
1972401,0,1,65490
1972402,0,1,2720
1972403,0,1,103
1972404,0,1,41728
1972405,0,1,24508
1972406,0,1,122048
1972407,0,1,42281
1972408,0,1,1871
1972409,0,1,21955
1972410,0,1,79856
1972411,0,1,1863
1972412,0,1,20132
1972413,0,1,35234
1972414,0,1,5305
1972415,0,1,81037
1972416,0,1,94
1972417,0,1,13828
1972418,0,1,7909
1972419,0,1,14081
1972420,0,1,2738
1972421,0,1,47946
1972422,0,1,24086
1972423,0,1,102523
1972424,0,1,27176
1972425,0,1,5406
1972426,0,1,25513
1972427,0,1,230657
1972428,0,1,18247
1972429,0,1,39058
1972430,0,1,14060
1972431,0,1,14913
1972432,0,1,6144
1972433,0,1,20912
1972434,0,1,35930
1972435,0,1,21980
1972436,0,1,20005
1972437,0,1,61422
1972438,0,1,94
1972439,0,1,31708
1972440,0,1,2713
1972441,0,1,45647
1972442,0,1,29862
1972443,0,1,7925
1972444,0,1,66903
1972445,0,1,82347
1972446,0,1,14988
1972447,0,1,10100
1972448,0,1,33452
1972449,0,1,49955
1972450,0,1,21171
1972451,0,1,90
1972452,0,1,45663
1972453,0,1,7934
1972454,0,1,2703
1972455,0,1,54653
1972456,0,1,10487
1972457,0,1,6160
1972458,0,1,43208
1972459,0,1,67173
1972460,0,1,40167
1972461,0,1,8582
1972462,0,1,71264
1972463,0,1,35381
1972464,0,1,4473
1972465,0,1,62176
1972466,0,1,7059
1972467,0,1,46406
1972468,0,1,4460
1972469,0,1,16396
1972470,0,1,10648
1972471,0,1,5333
1972472,0,1,31283
1972473,0,1,49623
1972474,0,1,25907
1972475,0,1,62465
1972476,0,1,17496
1972477,0,1,25535
1972478,0,1,80596
1972479,0,1,9676
1972480,0,1,7085
1972481,0,1,15668
1972482,0,1,2697
1972483,0,1,22834
1972484,0,1,47462
1972485,0,1,117326
1972486,0,1,34386
1972487,0,1,48889
1972488,0,1,5408
1972489,0,1,43654
1972490,0,1,28856
1972491,0,1,6246
1972492,0,1,36930
1972493,0,1,32524
1972494,0,1,10633
1972495,0,1,13128
1972496,0,1,26257
1972497,0,1,2716
1972498,0,1,103
1972499,0,1,15882
1972500,0,1,32693
1972501,0,1,14185
1972502,0,1,7914
1972503,0,1,22235
1972504,0,1,1863
1972505,0,1,14914
1972506,0,1,49128
1972507,0,1,2706
1972508,0,1,93553
1972509,0,1,8021
1972510,0,1,7908
1972511,0,1,22729
1972512,0,1,22853
1972513,0,1,4480
1972514,0,1,52588
1972515,0,1,30686
1972516,0,1,113
1972517,0,1,48814
1972518,0,1,4472
1972519,0,1,90692
1972520,0,1,1876
1972521,0,1,46986
1972522,0,1,2717
1972523,0,1,19152
1972524,0,1,67601
1972525,0,1,9588
1972526,0,1,27990
1972527,0,1,2725
1972528,0,1,140617
1972529,0,1,41858
1972530,0,1,54230
1972531,0,1,7003
1972532,0,1,43475
1972533,0,1,6254
1972534,0,1,38737
1972535,0,1,18428
1972536,0,1,13121
1972537,0,1,41834
1972538,0,1,12401
1972539,0,1,100300
1972540,0,1,73979
1972541,0,1,103
1972542,0,1,10528
1972543,0,1,7909
1972544,0,1,2695
1972545,0,1,22720
1972546,0,1,2726
1972547,0,1,22855
1972548,0,1,56641
1972549,0,1,1860
1972550,0,1,15751
1972551,0,1,50751
1972552,0,1,26280
1972553,0,1,68056
1972554,0,1,1863
1972555,0,1,28043
1972556,0,1,17608
1972557,0,1,105519
1972558,0,1,17524
1972559,0,1,7079
1972560,0,1,2705
1972561,0,1,80299
1972562,0,1,72569
1972563,0,1,15852
1972564,0,1,12289
1972565,0,1,7738
1972566,0,1,15791
1972567,0,1,10526
1972568,0,1,75837
1972569,0,1,9786
1972570,0,1,43862
1972571,0,1,25521
1972572,0,1,73114
1972573,0,1,82923
1972574,0,1,1869
1972575,0,1,87067
1972576,0,1,47682
1972577,0,1,102892
1972578,0,1,21557
1972579,0,1,9694
1972580,0,1,59256
1972581,0,1,8895
1972582,0,1,60933
1972583,0,1,9813
1972584,0,1,31454
1972585,0,1,103
1972586,0,1,2695
1972587,0,1,148661
1972588,0,1,10629
1972589,0,1,70059
1972590,0,1,103
1972591,0,1,11454
1972592,0,1,118350
1972593,0,1,9684
1972594,0,1,177533
1972595,0,1,9702
1972596,0,1,24864
1972597,0,1,76165
1972598,0,1,7075
1972599,0,1,55457
1972600,0,1,5301
1972601,0,1,9683
1972602,0,1,63846
1972603,0,1,94
1972604,0,1,1875
1972605,0,1,15822
1972606,0,1,32100
1972607,0,1,24265
1972608,0,1,83330
1972609,0,1,301033
1972610,0,1,186851
1972611,0,1,144175
1972612,0,1,38232
1972613,0,1,28958
1972614,0,1,5193
1972615,0,1,53298
1972616,0,1,28001
1972617,0,1,62810
1972618,0,1,7905
1972619,0,1,4466
1972620,0,1,34009
1972621,0,1,24389
1972622,0,1,5334
1972623,0,1,96545
1972624,0,1,11453
1972625,0,1,18218
1972626,0,1,28726
1972627,0,1,7061
1972628,0,1,53288
1972629,0,1,1877
1972630,0,1,14086
1972631,0,1,17600
1972632,0,1,56569
1972633,0,1,4498
1972634,0,1,32541
1972635,0,1,2751
1972636,0,1,127344
1972637,0,1,113
1972638,0,1,10537
1972639,0,1,35984
1972640,0,1,187048
1972641,0,1,12290
1972642,0,1,53090
1972643,0,1,35684
1972644,0,1,20250
1972645,0,1,133933
1972646,0,1,94
1972647,0,1,103
1972648,0,1,26257
1972649,0,1,13222
1972650,0,1,13100
1972651,0,1,9679
1972652,0,1,11348
1972653,0,1,10520
1972654,0,1,5298
1972655,0,1,90
1972656,0,1,27027
1972657,0,1,30606
1972658,0,1,4478
1972659,0,1,17650
1972660,0,1,24582
1972661,0,1,7066
1972662,0,1,9699
1972663,0,1,11045
1972664,0,1,29772
1972665,0,1,13236
1972666,0,1,10523
1972667,0,1,19308
1972668,0,1,6689
1972669,0,1,63183
1972670,0,1,52120
1972671,0,1,3661
1972672,0,1,28700
1972673,0,1,5311
1972674,0,1,8836
1972675,0,1,9705
1972676,0,1,30427
1972677,0,1,1874
1972678,0,1,7078
1972679,0,1,1864
1972680,0,1,75012
1972681,0,1,7026
1972682,0,1,41043
1972683,0,1,41643
1972684,0,1,1889
1972685,0,1,40436
1972686,0,1,7088
1972687,0,1,32421
1972688,0,1,2707
1972690,0,1,36934
1972691,0,1,2693
1972692,0,1,40277
1972693,0,1,18360
1972694,0,1,31596
1972695,0,1,1898
1972696,0,1,59726
1972697,0,1,15000
1972698,0,1,22007
1972699,0,1,18462
1972701,0,1,1888
1972702,0,1,4365
1972703,0,1,5314
1972704,0,1,23715
1972705,0,1,7096
1972706,0,1,84082
1972707,0,1,11441
1972708,0,1,94
1972709,0,1,17660
1972710,0,1,2697
1972711,0,1,20111
1972712,0,1,14110
1972713,0,1,32184
1972714,0,1,5299
1972715,0,1,4468
1972717,0,1,29836
1972718,0,1,43885
1972719,0,1,71100
1972720,0,1,94
1972721,0,1,58125
1972722,0,1,12285
1972723,0,1,7902
1972724,0,1,7081
1972725,0,1,75038
1972726,0,1,11473
1972727,0,1,103
1972728,0,1,26365
1972729,0,1,90
1972730,0,1,7900
1972731,0,1,34167
1972732,0,1,94
1972733,0,1,18450
1972734,0,1,10505
1972735,0,1,8750
1972736,0,1,24539
1972737,0,1,25460
1972738,0,1,2719
1972739,0,1,62183
1972740,0,1,8836
1972741,0,1,9672
1972742,0,1,14053
1972743,0,1,16650
1972744,0,1,3646
1972745,0,1,54315
1972746,0,1,1866
1972747,0,1,7064
1972748,0,1,113
1972749,0,1,32265
1972750,0,1,33124
1972751,0,1,2699
1972752,0,1,62483
1972753,0,1,11222
1972754,0,1,10573
1972755,0,1,71186
1972756,0,1,12275
1972757,0,1,5191
1972758,0,1,12275
1972759,0,1,94
1972760,0,1,7909
1972761,0,1,10628
1972762,0,1,12307
1972763,0,1,103
1972764,0,1,28948
1972765,0,1,4485
1972766,0,1,12267
1972767,0,1,20273
1972768,0,1,18545
1972769,0,1,114518
1972770,0,1,29467
1972771,0,1,8881
1972772,0,1,10630
1972773,0,1,10624
1972774,0,1,5318
1972775,0,1,170522
1972776,0,1,1863
1972777,0,1,89121
1972778,0,1,113
1972779,0,1,53417
1972780,0,1,8857
1972781,0,1,10632
1972782,0,1,2710
1972783,0,1,40069
1972784,0,1,64641
1972785,0,1,10641
1972786,0,1,10531
1972787,0,1,34240
1972788,0,1,25176
1972789,0,1,17487
1972790,0,1,6285
1972791,0,1,13294
1972792,0,1,37675
1972793,0,1,10631
1972794,0,1,35266
1972795,0,1,23479
1972796,0,1,13216
1972797,0,1,2706
1972798,0,1,71790
1972799,0,1,7080
1972800,0,1,7915
1972801,0,1,24241
1972802,0,1,8852
1972803,0,1,67271
1972804,0,1,13976
1972805,0,1,66118
1972806,0,1,51884
1972807,0,1,20209
1972808,0,1,22676
1972809,0,1,71986
1972810,0,1,9702
1972811,0,1,34976
1972812,0,1,113
1972813,0,1,13309
1972814,0,1,11450
1972815,0,1,54737
1972816,0,1,12988
1972817,0,1,16697
1972818,0,1,2695
1972819,0,1,5322
1972820,0,1,33074
1972821,0,1,5311
1972822,0,1,47339
1972823,0,1,18860
1972824,0,1,28109
1972825,0,1,5318
1972826,0,1,17625
1972827,0,1,2699
1972828,0,1,16411
1972829,0,1,7074
1972830,0,1,103
1972831,0,1,66052
1972832,0,1,5308
1972833,0,1,15723
1972834,0,1,113
1972835,0,1,24273
1972836,0,1,7085
1972837,0,1,46113
1972838,0,1,103
1972839,0,1,59508
1972840,0,1,24335
1972841,0,1,40890
1972842,0,1,12276
1972843,0,1,58451
1972844,0,1,90
1972845,0,1,10502
1972846,0,1,16786
1972847,0,1,103
1972848,0,1,19283
1972849,0,1,14882
1972850,0,1,13042
1972851,0,1,94
1972852,0,1,93075
1972853,0,1,11506
1972854,0,1,13981
1972855,0,1,43598
1972856,0,1,7075
1972857,0,1,66833
1972858,0,1,7894
1972859,0,1,103
1972860,0,1,5307
1972861,0,1,26978
1972862,0,1,5311
1972863,0,1,17557
1972864,0,1,21866
1972865,0,1,94
1972866,0,1,17638
1972867,0,1,7070
1972868,0,1,75876
1972869,0,1,7084
